4.982336045975535033e-01 -1.230453314683066235e-01
7.289283159106547672e-01 -5.931701670528825021e-01
7.933943326509149685e-01 4.776359364280191588e-02
5.898466924686064372e-01 -1.463608481879495882e-01
5.019606320515797027e-01 -5.514061261153282434e-01
9.970763821277991434e-01 -3.520831024566948853e-01
7.422204702861636694e-01 -4.036989710391108988e-01
7.953225586166777772e-01 -2.493598999688970697e-01
4.303359368973365684e-01 -4.046315294902037563e-01
6.310535960522971610e-01 -1.989203422600319959e-01
1.460941717521228311e-01 5.806853341002505831e-01
2.103120455445654513e-01 7.203632320854533866e-01
-2.258637882533139629e-01 3.034181928069288881e-01
-1.670127356039408650e-01 5.585057744997029561e-01
4.994647484321003417e-02 6.582539455740892276e-01
-4.929714929638762122e-02 5.716023965325042200e-01
1.925877376181231448e-03 6.426745667110455029e-01
-6.843215843435976331e-02 5.773314514544322096e-01
-4.231872328650002069e-01 1.904071552574660986e-01
6.461363976366610307e-02 4.263882717004022216e-01
-5.380446126446757349e-01 -5.781758662763866186e-01
-7.000328197389030782e-01 -6.291704531619142227e-01
-6.140763376142542862e-01 -7.154166725367347990e-01
-3.879770312614869709e-01 -7.604085391138741823e-01
-2.690861916394305942e-01 -7.433278258900190005e-01
-6.540701003466055097e-01 -4.677206020643500661e-01
-6.184262213644576844e-01 -9.732828536575958145e-01
-4.146785946599687023e-01 -5.972698526320922019e-01
-6.340913319969571083e-01 -5.892656680274597214e-01
-6.604920543929476695e-01 -5.290473941006295089e-01
