7.187203865426060601e-01 4.367024973249835629e-01
4.661120876430189242e-01 3.918503876769625638e-01
6.867735354081830890e-01 4.850350529971645397e-01
6.369923572555241664e-01 2.443314023635817234e-01
8.877434694281733929e-01 3.744045815290059642e-01
7.409322974923179261e-01 3.365337024366437113e-01
6.864783073996605367e-01 4.080709537928594033e-01
6.124940662610723896e-01 4.143026151950111036e-01
6.089271829555900073e-01 3.801755053437333443e-01
4.517443552022740727e-01 2.499221025791212580e-01
-1.314497304432352687e+00 -6.507203786649093935e-01
-1.132932930303256702e+00 -5.775723120140923150e-01
-1.306211265055865711e+00 -8.151539137628447396e-01
-1.271443255820011053e+00 -7.530609201506515138e-01
-1.081738118769379753e+00 -4.676931082460243916e-01
-1.270150612036016646e+00 -7.559531928446935334e-01
-1.310486825674795686e+00 -6.441854753529582256e-01
-1.247037973862662907e+00 -6.472692583143070388e-01
-1.203550650743401285e+00 -6.555711160860131503e-01
-1.040643668602360128e+00 -7.290057747020106671e-01
1.283713342658651779e+00 5.579475067179312520e-01
1.278345747954293454e+00 6.462775363730517419e-01
1.320158236913657968e+00 4.374182180867504099e-01
1.404719158436258386e+00 5.280550211967048879e-01
1.304887874676243120e+00 5.775164565838835085e-01
1.266915196409124533e+00 6.534576104755501769e-01
1.327311118025966241e+00 5.289261466493463404e-01
1.313361108934623322e+00 6.392636908314662803e-01
1.227144143923421193e+00 6.157223725790682556e-01
1.263716210593512246e+00 4.441056981810667104e-01
4.572585659786066459e-01 -6.210251802132870091e-01
3.095152388347586214e-01 -6.804725125561142951e-01
4.618883753942829573e-01 -5.202901432630038236e-01
3.069398854968827806e-01 -4.807366134436125149e-01
4.758130041611411953e-01 -4.718233415544179077e-01
5.691901484814219092e-01 -5.051031213838005351e-01
4.244325007995224941e-01 -4.116571519558844261e-01
5.216353213868762939e-01 -6.304729813949969675e-01
4.106925086375974310e-01 -4.950983826522800113e-01
3.968067430634510950e-01 -4.620898414553628042e-01
2.997151729340432058e-01 -3.522248870612924021e-01
2.091078708060091218e-01 -3.691350300904959747e-01
3.364167920743621476e-01 -2.721192004542529741e-01
2.944053471576376091e-01 -1.409329028989215471e-01
3.913517880116013647e-01 -2.223245955042482125e-01
4.032938225114062747e-01 -1.781822932468986598e-01
5.118295789183212596e-01 -2.439329808195184190e-02
3.772132347187330814e-01 -3.189578526327794261e-01
4.338344980177281651e-01 -4.282464521111470357e-01
2.773096562043412261e-01 -4.470354726379696109e-01
-3.589976914691573873e-01 7.340716170960213116e-01
-2.218796823211145186e-01 9.548507603471162453e-01
-1.507873768007042536e-01 8.808600995099495901e-01
-3.744871426532309089e-01 8.255733820145297885e-01
-2.365844225495283004e-01 8.793795834176704185e-01
-3.115192043722534443e-01 6.945751927369915313e-01
-2.940567754345134732e-01 6.566321151433303083e-01
-2.697114121451435476e-01 7.346643014549596451e-01
-1.515579971436396001e-01 8.368642542009777641e-01
-3.471038154145504873e-01 7.266738951691724679e-01
-5.134632247490636958e-01 4.505650071020841363e-01
-2.749658757221152827e-01 2.814513674735761306e-01
-3.586446218587233115e-01 3.014751231277855159e-01
-2.692115841355650074e-01 2.458217428390733206e-01
-4.576910892781326234e-01 4.385795234190388303e-01
-4.128955806119285477e-01 2.899061837328535396e-01
-3.181764649953786050e-01 4.223628948357843749e-01
-2.942011760418180022e-01 2.823022674970239176e-01
-2.595648705389576039e-01 3.243400009372571224e-01
-3.906388132786741130e-01 3.833557339146198006e-01
-1.010986262024809568e+00 -4.255284759655336702e-01
-8.411619425716548859e-01 -4.877562257048284611e-01
-9.449756127775752468e-01 -6.568723257894051315e-01
-1.049792936044256830e+00 -3.460496747014032426e-01
-1.285516767796556215e+00 -4.561649173732569840e-01
-1.000584845334533624e+00 -3.243818338781702670e-01
-8.423235196654390577e-01 -4.953307585945327385e-01
-1.086474001395052458e+00 -4.810700137625762429e-01
-1.083029700066804990e+00 -4.559432625379934989e-01
-9.412378000136575329e-01 -5.758132628065150138e-01
-5.088525960178149621e-01 5.066929217662994311e-01
-6.438845685827975229e-01 4.113742352522964385e-01
-7.439313118578407824e-01 2.935160415473992979e-01
-7.472911605015754022e-01 3.396664272303798748e-01
-9.210764104548857523e-01 5.598808837624090762e-01
-7.156527196946796954e-01 3.168737396925204175e-01
-9.097974376695038279e-01 5.360388753282419039e-01
-6.866677082936100129e-01 5.514785036165812393e-01
-5.366433188908773522e-01 4.264184752644200604e-01
-7.319611917461527062e-01 3.568590818214962823e-01
-1.458535295058573267e+00 8.637656017798085450e-01
-1.563659115910700725e+00 7.587174503402858150e-01
-1.386718518042692194e+00 9.711703873880387361e-01
-1.588138194339198339e+00 7.989992515056680844e-01
-1.429446641484880764e+00 7.364311193637378405e-01
-1.664401275863395924e+00 9.056938286404787597e-01
-1.454241788045732342e+00 8.450740937642322592e-01
-1.432998696103637837e+00 8.373575055576703008e-01
-1.439720945603560898e+00 8.306017092007386138e-01
-1.703234034363668270e+00 7.846463209717111642e-01
